,client_id,visit_id,process_step,date_time
65399,507610,403208878_50489565753_564685,confirm,2017-03-22 17:58:01
73930,8001103,888732385_40237913499_725009,start,2017-03-22 18:09:52
129487,2340754,866102277_6359955003_970543,start,2017-03-22 18:41:53
119943,16679,631094538_40934578387_732941,step_2,2017-03-22 19:19:39
40666,8438145,756512916_47197558278_114915,step_3,2017-03-22 19:28:36
103891,6987999,290273196_97118936104_632355,confirm,2017-03-22 19:29:34
48611,4394565,413962556_96259135544_448870,confirm,2017-03-22 19:38:19
47099,7024243,287706323_63681710558_100179,confirm,2017-03-22 19:39:30
66083,5129431,407748727_49403177520_203310,confirm,2017-03-22 19:46:03
14731,6111966,48970630_80647240087_373436,confirm,2017-03-22 19:48:43
81134,971861,75863128_69990227180_129887,start,2017-03-22 20:07:32
35291,2225588,957843574_64757625071_188074,confirm,2017-03-22 20:19:16
128747,2683336,630560484_66667067122_898505,confirm,2017-03-22 20:30:47
89469,6116055,770255148_34752147458_128428,step_3,2017-03-22 20:46:44
136302,5436026,109853243_54038366030_348387,confirm,2017-03-22 20:48:57
41712,6622347,276369501_15930441880_608877,confirm,2017-03-22 20:56:22
22677,4395425,947276282_26490853280_58256,confirm,2017-03-22 21:19:38
80250,4322460,742260423_3576327181_820122,start,2017-03-22 21:22:25
83912,8159854,515168860_27838163873_67850,step_3,2017-03-22 21:36:10
136957,3098485,554175675_93274874826_115118,step_3,2017-03-22 22:09:35
40840,1908897,592619586_38419757581_750766,start,2017-03-22 22:10:06
82760,1278603,437415524_3164374993_362285,step_2,2017-03-22 22:16:46
81853,9039541,508851931_36961620965_710183,confirm,2017-03-22 23:01:09
23276,2053248,570927348_66766632724_19685,confirm,2017-03-22 23:21:25
8685,9962929,672684172_29948865742_858657,step_3,2017-03-22 23:36:38
132312,657941,184133930_18065794593_684453,start,2017-03-23 00:42:21
136032,8054343,798548982_82252468068_74963,step_1,2017-03-23 00:48:34
104367,2117625,42915181_29818179437_981000,confirm,2017-03-23 01:01:18
99805,7443147,324757419_12820504723_977072,start,2017-03-23 07:33:52
84372,2510672,705378776_49709151922_465655,step_3,2017-03-23 08:33:06
32066,9436398,900087619_80506187897_696,confirm,2017-03-23 09:09:02
14684,1695876,410372744_27028612179_886778,step_3,2017-03-23 09:16:06
81143,971861,712309782_75503840978_449478,confirm,2017-03-23 09:25:31
14683,1695876,480689592_14062345342_958660,step_3,2017-03-23 09:33:42
58727,5016208,355447570_36032583511_138187,confirm,2017-03-23 09:44:19
14675,1695876,428444400_6805969051_617645,confirm,2017-03-23 09:47:25
1905,9664272,970240458_30384832166_595043,confirm,2017-03-23 10:09:37
31641,3671964,811958999_37952089522_764236,step_1,2017-03-23 10:25:43
71744,4018893,309454422_20491141886_733294,start,2017-03-23 11:07:15
99139,2428552,199675728_89768854756_717802,confirm,2017-03-23 11:31:40
105147,6351281,38077169_87608870666_77193,confirm,2017-03-23 11:33:45
41195,6631849,689221267_94644989640_816484,start,2017-03-23 11:44:55
80920,4177888,777319918_67764298794_358785,start,2017-03-23 11:44:58
8864,3423009,770989974_77987663228_728628,confirm,2017-03-23 11:45:14
58566,5962049,886448853_81054124432_392538,start,2017-03-23 11:48:00
51393,1363526,689022895_55311039486_954352,confirm,2017-03-23 12:11:41
83464,1641640,177694304_7006053331_676574,confirm,2017-03-23 12:55:02
56827,817200,776755714_97979258505_259509,confirm,2017-03-23 13:01:54
63288,524152,201575693_18749011312_759282,confirm,2017-03-23 13:05:13
74539,367331,396845677_91906936799_158024,step_1,2017-03-23 13:14:52
31042,8564174,114078072_49942160020_776204,confirm,2017-03-23 13:15:59
39265,1533558,841501124_22538137724_108658,step_2,2017-03-23 14:04:29
4559,6227816,338525222_95864123639_640801,confirm,2017-03-23 14:04:46
39263,1533558,578800558_190830023_755738,confirm,2017-03-23 14:06:51
6328,2846646,394504652_62418757306_925627,confirm,2017-03-23 14:09:31
60549,853541,221782353_36902259441_728362,confirm,2017-03-23 14:31:31
17295,5893114,840887939_36261918992_713820,confirm,2017-03-23 14:35:34
57877,6672662,386568347_60582037503_909779,confirm,2017-03-23 14:51:05
52211,2439,848231744_22569944243_37711,start,2017-03-23 14:59:23
132303,657941,959903530_45952034292_151115,start,2017-03-23 15:33:49
19484,5531736,230069486_80697291916_84870,confirm,2017-03-23 15:41:17
57498,1037841,435508798_10221159248_940420,step_1,2017-03-23 15:48:16
132301,657941,781333612_52739331182_522998,start,2017-03-23 15:55:09
73729,7480585,858068068_81943040266_724257,confirm,2017-03-23 15:55:22
132298,657941,707257104_56471546171_784456,start,2017-03-23 16:02:34
73036,1291022,88788413_57162559599_162738,confirm,2017-03-23 16:08:59
132310,657941,785911176_84552812581_768475,start,2017-03-23 16:09:51
18293,8409579,355101691_35979232694_384215,step_1,2017-03-23 16:09:57
65405,507610,930469260_85346159235_600484,start,2017-03-23 16:17:10
132305,657941,818108569_83199104437_960432,start,2017-03-23 16:17:37
40065,2946499,610014126_92808009313_687153,start,2017-03-23 16:27:14
4573,4740322,111516993_7039845318_17973,step_2,2017-03-23 16:43:13
89626,1889299,832007421_51583702086_73126,confirm,2017-03-23 17:03:25
22500,941935,726902627_92134864830_533550,confirm,2017-03-23 17:59:52
15527,1919775,684144433_23137388153_55252,start,2017-03-23 18:27:06
112410,2855654,247074582_18340643012_130397,start,2017-03-23 19:01:34
112408,2855654,424745419_26976683148_781160,start,2017-03-23 19:12:39
17375,537901,651786276_70230922707_608933,confirm,2017-03-23 19:16:54
66088,5129431,600583330_24433296531_242832,start,2017-03-23 19:20:35
42352,876316,808067351_24814118311_66564,start,2017-03-23 20:34:29
90871,381711,49243706_91710449032_546104,step_1,2017-03-23 20:51:38
16064,7244577,940937661_44731992145_337258,confirm,2017-03-23 21:14:30
139868,3161378,799559604_43684580540_584552,confirm,2017-03-23 21:23:16
128241,1918431,577235056_35199331472_355124,confirm,2017-03-23 22:32:39
82536,8614932,815776449_92217990617_574928,start,2017-03-23 22:36:34
130079,4467366,992313356_18094765886_83464,confirm,2017-03-23 22:53:51
30532,460755,412673325_30791663911_801484,confirm,2017-03-24 00:29:18
71256,5571133,578278774_64489082634_914963,step_3,2017-03-24 06:24:41
115213,2441408,291165554_1840720602_547528,start,2017-03-24 08:22:17
35897,4582821,288239759_12754549880_594864,confirm,2017-03-24 08:25:27
100338,9601587,492769885_91084278876_169684,start,2017-03-24 08:45:06
30327,6076816,542747179_39771419090_303891,start,2017-03-24 09:01:27
33747,1952462,297731841_20470744847_100536,start,2017-03-24 09:02:25
105391,4532488,179638324_45011729518_408370,step_1,2017-03-24 09:18:06
138911,619573,869068294_45091152146_180648,confirm,2017-03-24 09:49:18
79394,3084223,718816648_10611780486_504031,start,2017-03-24 10:23:24
18300,8409579,282101889_27154128138_967482,step_1,2017-03-24 11:01:04
63854,6797930,883836173_18249166528_38824,start,2017-03-24 11:16:21
140212,2249641,971133463_67397275107_549904,step_1,2017-03-24 11:25:17
96561,103515,194972189_76882368612_182418,confirm,2017-03-24 11:25:51
60228,6816658,740887634_56836904408_113155,step_1,2017-03-24 11:27:03
115280,1548256,744309427_65220934753_603182,start,2017-03-24 11:38:49
136919,6474685,370177537_9794658199_931686,step_2,2017-03-24 11:44:02
80975,6911659,112762802_35142811054_599208,start,2017-03-24 12:06:20
64668,9418751,913382707_29996069648_933837,step_3,2017-03-24 13:14:35
42528,8220863,710252446_1139398511_122732,start,2017-03-24 13:14:58
18441,7019113,933059105_53513525079_229068,confirm,2017-03-24 13:17:20
127259,4096272,685922626_38755442491_20508,step_3,2017-03-24 13:17:52
6174,6549914,395831517_57734745003_955476,start,2017-03-24 13:24:48
19601,4117938,87282802_77978109158_883101,confirm,2017-03-24 13:34:38
22844,4625121,468590948_50604165138_215146,step_1,2017-03-24 14:31:23
55014,5624983,364251325_74133007239_663108,confirm,2017-03-24 14:48:06
137061,401951,12427504_78467551739_756574,start,2017-03-24 14:53:05
64824,7088127,515028108_73498029758_566927,step_1,2017-03-24 15:06:30
7393,71626,831017060_96273461830_279796,step_3,2017-03-24 15:14:11
14361,6660788,382546674_7496308604_604444,start,2017-03-24 15:17:12
26128,6192734,648993718_19326960188_453995,step_1,2017-03-24 16:18:17
73642,736140,631820303_90397456782_971656,start,2017-03-24 16:24:35
65407,507610,539740016_976290245_257040,step_1,2017-03-24 16:32:57
56350,8888379,230769245_63894995433_54667,confirm,2017-03-24 17:12:13
80985,6911659,98724411_82440196594_157719,start,2017-03-24 17:24:28
17180,3010704,183775934_78525569914_521770,confirm,2017-03-24 18:19:48
17933,6695365,592691537_93559765658_501286,start,2017-03-24 19:04:34
80263,4322460,24453617_8577700745_140695,start,2017-03-24 19:59:38
66939,2315172,959586078_84088268233_455879,start,2017-03-24 20:02:10
84159,2170311,249056168_58413375563_453478,confirm,2017-03-24 21:26:49
510,1064690,533531265_9831364813_422765,start,2017-03-24 21:35:26
84370,3634758,506628550_68710903754_993694,start,2017-03-24 22:10:20
50890,8532409,858731875_80339825_611103,confirm,2017-03-24 22:52:03
88011,1571508,358527491_65102152583_657145,confirm,2017-03-25 07:30:29
14736,6111966,509104844_51717197741_994436,start,2017-03-25 07:35:11
5119,3965494,11329007_23899961300_563605,start,2017-03-25 07:42:19
127277,3510869,979085205_71665565504_44541,start,2017-03-25 07:49:49
80987,6911659,260289225_9605570660_464800,start,2017-03-25 09:56:22
512,1064690,655033005_8596244367_557706,confirm,2017-03-25 10:15:02
140862,7094793,988133632_24872404416_783849,confirm,2017-03-25 10:23:37
63316,5770458,790613886_86084232436_668322,step_1,2017-03-25 12:05:37
58395,943763,726203060_40455942220_287810,start,2017-03-25 12:51:01
98898,9020075,246205578_28822514444_877521,confirm,2017-03-25 12:51:19
113473,1145173,945556371_44742161475_104940,step_3,2017-03-25 12:53:57
97578,5571908,156726604_4715600836_895853,step_3,2017-03-25 13:00:13
132156,5709043,143164709_92297580290_905150,step_3,2017-03-25 13:22:10
64803,7389758,378764330_31794805396_39211,start,2017-03-25 15:33:05
6573,173784,908787472_72097989323_677157,step_2,2017-03-25 15:37:17
6572,173784,69968806_47893594772_561648,step_3,2017-03-25 15:38:31
100754,3035988,604551728_92205207480_845407,start,2017-03-25 16:34:33
107086,6958779,898235100_46762610490_795956,step_3,2017-03-25 16:38:19
31691,7061359,692457537_75002784304_296482,confirm,2017-03-25 16:40:08
63461,2036303,272362931_5351334373_583125,start,2017-03-25 17:15:35
132500,9903655,803428074_25921179494_514518,start,2017-03-25 18:19:32
43607,2610145,444039712_69951636807_187296,start,2017-03-25 18:23:09
104193,4160955,273535421_77937092173_474455,step_3,2017-03-25 18:33:09
121987,5109760,794316925_45601498585_553639,start,2017-03-25 18:36:19
16968,2858890,203279995_12692987613_573653,step_1,2017-03-25 18:53:54
71775,4018893,776793999_76799023074_9172,start,2017-03-25 19:07:49
90167,4527524,41819423_38253542245_839489,step_1,2017-03-25 19:40:54
23192,1343908,791339669_67570653513_279026,confirm,2017-03-25 19:57:20
87957,7193752,584772585_48063932982_307610,start,2017-03-25 20:42:57
105669,8562013,822456534_76462624049_656158,start,2017-03-25 21:36:08
75538,5299317,169788777_35051003999_966583,confirm,2017-03-25 22:35:24
81622,4714822,135797411_60920175983_608611,start,2017-03-25 22:49:25
95593,8573578,123937009_44568711020_185158,confirm,2017-03-26 02:51:04
128357,2910449,269096309_33126988293_654545,confirm,2017-03-26 08:23:35
24159,8707405,214884189_41696167114_532664,step_2,2017-03-26 09:16:23
90777,1896533,38403070_61338218068_935632,confirm,2017-03-26 09:37:29
104664,2206697,589984462_95000570816_199559,confirm,2017-03-26 09:56:16
106075,3720479,429608047_18269670535_419603,start,2017-03-26 10:44:56
52180,5396029,548475556_56983640550_654557,confirm,2017-03-26 10:49:35
96527,6625783,130439197_92439029634_582116,step_1,2017-03-26 10:53:33
114009,8711938,542389894_76243348046_11577,start,2017-03-26 11:05:17
25916,7507111,71298218_53782584150_346677,start,2017-03-26 11:59:14
96702,5225492,63204292_55181458440_633600,start,2017-03-26 12:15:45
18865,2934470,871781622_99985374683_477703,step_1,2017-03-26 12:23:03
112802,2328764,914569228_82130515670_14818,step_2,2017-03-26 13:00:38
95478,2803852,639861823_83125969431_470158,confirm,2017-03-26 13:06:10
18180,5145328,531122280_41008339839_219339,step_2,2017-03-26 13:34:16
51270,2512568,103509575_90938249713_622091,confirm,2017-03-26 13:44:39
89530,1007748,981531109_56480516326_117630,confirm,2017-03-26 14:24:22
27934,7177558,915985129_16185348866_505512,confirm,2017-03-26 15:05:06
107741,8561583,644155486_52341344546_712804,confirm,2017-03-26 15:34:32
88805,346409,807963893_31163293553_642093,confirm,2017-03-26 15:43:48
5669,8761665,956080661_30994875570_688377,step_1,2017-03-26 16:08:26
131247,1013676,427491238_57958681335_676841,confirm,2017-03-26 17:08:10
124290,4190442,478964825_34952918407_373573,start,2017-03-26 17:22:15
82005,7159996,706721805_34063107153_737065,step_1,2017-03-26 18:31:26
49322,4506908,778966721_59034687877_93678,confirm,2017-03-26 18:31:32
4668,9289178,809060676_73139970991_987880,step_1,2017-03-26 18:48:40
84687,1495689,695898501_68900726669_948219,step_1,2017-03-26 19:46:22
23274,2053248,9809330_68642141277_17156,step_1,2017-03-26 20:06:51
55,4229407,118054183_79556680241_211112,step_1,2017-03-26 20:16:45
97317,9748419,725672727_76384276624_356207,start,2017-03-26 20:21:32
111974,4790368,530160114_33293025394_496327,step_3,2017-03-26 20:24:36
25702,6528441,730852724_4308018361_93522,confirm,2017-03-26 20:50:28
112364,9799395,317165176_13717162044_715052,start,2017-03-26 21:04:14
35041,3090798,460768322_69503495611_462089,start,2017-03-26 22:25:32
31063,1325445,170241980_73474206194_74160,step_3,2017-03-27 00:38:16
4680,9289178,148537701_29145009314_74811,step_3,2017-03-27 07:10:42
4679,9289178,733402508_10760322859_100401,confirm,2017-03-27 07:12:52
15070,8046030,795776282_34938474389_902353,start,2017-03-27 07:14:41
120187,6093812,87822329_48692380638_47904,start,2017-03-27 08:02:28
3873,3466478,137793573_15777231089_386684,confirm,2017-03-27 09:28:29
66339,4491137,152470397_85246050956_246117,start,2017-03-27 09:45:39
65456,8266123,525121442_31683978420_182553,step_3,2017-03-27 10:51:19
49607,155526,457269784_46454355353_659042,confirm,2017-03-27 10:56:36
26126,6192734,290644042_77746760286_814511,step_1,2017-03-27 11:27:10
82571,3351589,451911641_99861463401_661732,confirm,2017-03-27 11:35:53
57448,2843287,367000422_2553828436_667134,step_2,2017-03-27 11:36:01
106272,8778124,338745987_4615119487_379442,start,2017-03-27 11:46:56
58057,7632776,398058664_6199127566_633780,confirm,2017-03-27 12:59:48
113605,1240899,788508926_71005328223_51155,confirm,2017-03-27 13:00:41
56342,1099815,889373658_72944194979_951852,start,2017-03-27 13:19:33
2484,6388327,945778669_43582199167_145616,start,2017-03-27 13:26:44
122328,7275905,242030212_62945317779_564507,confirm,2017-03-27 14:53:04
123884,6984985,153884121_97459709471_322157,start,2017-03-27 16:07:58
24759,3056753,548875581_13090321685_963967,confirm,2017-03-27 16:15:30
31960,4374194,341796774_36962419926_216073,confirm,2017-03-27 16:33:40
32420,8488607,46845035_31520752147_848782,confirm,2017-03-27 16:36:50
138910,619573,931917691_97558053400_535227,start,2017-03-27 19:14:43
59,4229407,80858872_20065846203_119926,step_1,2017-03-27 19:35:30
99040,1931259,344549046_91439785654_839626,start,2017-03-27 20:52:31
129833,1949624,627794541_28697275549_563862,step_3,2017-03-27 21:47:36
130077,4467366,455701971_16057430266_645393,step_1,2017-03-27 22:54:58
80965,6911659,716617012_9328376070_705336,confirm,2017-03-27 23:05:50
35418,5511315,238542859_64148109308_341824,confirm,2017-03-28 03:38:48
38623,8363319,421198172_12462588481_841270,start,2017-03-28 11:49:39
98521,1274084,521026730_34572389073_736737,confirm,2017-03-28 11:55:00
31067,1325445,161485493_63105382552_523450,confirm,2017-03-28 12:30:52
84261,2733707,832996378_68208296466_370512,confirm,2017-03-28 12:51:30
8699,9962929,600182621_28747880639_50679,confirm,2017-03-28 14:42:25
59196,4915982,39378507_85723945644_707597,start,2017-03-28 15:37:19
119569,2625620,177902239_81896072878_332305,start,2017-03-28 16:11:45
48003,940063,13809244_71344182710_663243,confirm,2017-03-28 17:06:42
32336,1312336,801593301_61750437013_572306,start,2017-03-28 17:08:17
119620,1515775,343297402_79266812801_901790,start,2017-03-28 17:23:17
27859,1846630,140782718_82162136503_630956,step_2,2017-03-28 17:24:48
23828,5537504,336999425_28648726288_369110,step_3,2017-03-28 17:37:17
123993,4558798,153287697_15020237012_612441,confirm,2017-03-28 17:40:25
41986,5255286,743087436_72301584417_878851,confirm,2017-03-28 17:46:23
167,8861901,202979685_7063731301_918384,start,2017-03-28 17:49:56
9793,4980713,830919705_69864275664_867328,confirm,2017-03-28 17:56:52
89535,1007748,666178957_49404381615_407738,step_1,2017-03-28 17:59:45
39421,1159992,89696668_74260373187_973794,confirm,2017-03-28 18:04:27
51274,651935,264596503_48283793758_861834,start,2017-03-28 18:11:43
9144,7494176,931092058_62505506569_923033,confirm,2017-03-28 18:14:25
18134,8424752,45155395_76569524588_546763,confirm,2017-03-28 18:27:40
108276,2523896,569174446_22741269601_423465,step_1,2017-03-28 18:29:29
64422,1298301,839076794_34610253841_213163,confirm,2017-03-28 18:36:25
7468,7679428,702065802_57911235390_499219,confirm,2017-03-28 18:41:50
88004,1571508,906383723_3909573008_235617,step_1,2017-03-28 18:42:10
